title,genre
"Happy-Birthday,-Wanda-June","[u'Comedy', u'Drama']"
Happy-Fee,"[u'Animation', u'Comedy', u'Family', u'Music', u'Musical', u'Romance']"
Hard-Rain,"[u'Action', u'Crime', u'Drama', u'Thriller']"
Hard-to-Ki,"[u'Action', u'Crime', u'Drama', u'Thriller']"
Harold-and-Kumar-Go-to-White-Castle,"[u'Adventure', u'Comedy']"
"Haunting,-The","[u'Documentary', u'History', u'Horror']"
He's-Just-Not-That-Into-You,"[u'Comedy', u'Drama', u'Romance']"
Hea,"[u'Action', u'Comedy', u'Crime', u'Mystery', u'Thriller']"
Heathers,[u'Comedy']
Heavenly-Creatures,"[u'Biography', u'Crime', u'Drama', u'Thriller']"
"Hebrew-Hammer,-The",[u'Comedy']
Heis,"[u'Action', u'Crime', u'Thriller']"
Hellbound-Hellraiser-II,"[u'Horror', u'Thriller']"
Hellboy-2-The-Golden-Army,"[u'Action', u'Adventure', u'Fantasy', u'Horror', u'Sci-Fi']"
Hellboy,"[u'Action', u'Fantasy', u'Horror', u'Sci-Fi']"
Hellraiser-3-Hell-on-Ear,[u'Horror']
Hellraiser-Deader,"[u'Horror', u'Mystery', u'Thriller']"
Hellraiser-Hellseeker,"[u'Horror', u'Mystery', u'Thriller']"
Hellraiser,"[u'Horror', u'Thriller']"
"Help,-The",[u'Drama']
Henry's-Crime,"[u'Comedy', u'Crime', u'Drama', u'Romance']"
Henry-Foo,"[u'Comedy', u'Drama']"
Hesher,"[u'Comedy', u'Drama']"
High-Fidelity,"[u'Comedy', u'Drama', u'Music', u'Romance']"
Highlander-Endgame,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Highlander,"[u'Action', u'Adventure', u'Fantasy']"
"Hills-Have-Eyes,-The",[u'Horror']
His-Girl-Friday,"[u'Comedy', u'Drama', u'Romance']"
Hitchcock,"[u'Biography', u'Drama']"
"Hitchhiker's-Guide-to-the-Galaxy,-The","[u'Adventure', u'Comedy', u'Sci-Fi']"
Hollow-Man,"[u'Action', u'Horror', u'Sci-Fi', u'Thriller']"
Honeydripper,"[u'Crime', u'Drama', u'History', u'Music', u'Musical']"
Horrible-Bosses,"[u'Comedy', u'Crime']"
"Horse-Whisperer,-The","[u'Drama', u'Romance', u'Western']"
"Hospital,-The","[u'Drama', u'Romance']"
Hostage,"[u'Action', u'Crime', u'Drama', u'Mystery', u'Thriller']"
Hot-Tub-Time-Machine,"[u'Comedy', u'Sci-Fi']"
Hotel-Rwanda,"[u'Biography', u'Drama', u'History', u'War']"
House-of-1000-Corpses,[u'Horror']
How-to-Lose-Friends-&-Alienate-People,"[u'Biography', u'Comedy', u'Drama', u'Romance']"
How-to-Train-Your-Dragon-2,"[u'Animation', u'Action', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
How-to-Train-Your-Dragon,"[u'Animation', u'Action', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
Hudson-Hawk,"[u'Action', u'Adventure', u'Comedy']"
"Hudsucker-Proxy,-The","[u'Comedy', u'Drama', u'Fantasy']"
Human-Nature,"[u'Comedy', u'Drama', u'Mystery']"
"Hunt-for-Red-October,-The","[u'Action', u'Adventure', u'Thriller']"
I'll-Do-Anything,"[u'Comedy', u'Drama']"
"I,-Robo","[u'Crime', u'Drama', u'Thriller']"
I-Am-Number-Four,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
I-am-Sa,[u'Drama']
I-Love-You-Phillip-Morris,"[u'Biography', u'Comedy', u'Crime', u'Drama', u'Romance']"
I-Spit-on-Your-Grave,"[u'Horror', u'Thriller']"
I-Still-Know-What-You-Did-Last-Summer,"[u'Horror', u'Mystery']"
"Ice-Storm,-The",[u'Drama']
"Ides-of-March,-The",[u'Drama']
"Imaginarium-of-Doctor-Parnassus,-The","[u'Adventure', u'Fantasy', u'Mystery']"
In-the-Bedroo,"[u'Crime', u'Drama']"
In-the-Loop,[u'Comedy']
Inception,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
"Incredibles,-The","[u'Animation', u'Action', u'Adventure', u'Family']"
Indiana-Jones-and-the-Last-Crusade,"[u'Action', u'Adventure', u'Fantasy']"
Indiana-Jones-and-the-Raiders-of-the-Lost-Ark,"[u'Animation', u'Short', u'Adventure', u'Comedy']"
Indiana-Jones-and-the-Temple-of-Doo,"[u'Action', u'Adventure']"
Indiana-Jones-IV,"[u'Action', u'Adventure']"
"Informant,-The","[u'Comedy', u'Crime', u'Drama']"
Inglourious-Basterds,"[u'Adventure', u'Drama', u'War']"
"Insider,-The","[u'Biography', u'Drama', u'Thriller']"
Insidious,"[u'Horror', u'Mystery', u'Thriller']"
Insomnia,"[u'Drama', u'Mystery', u'Thriller']"
Interstellar,"[u'Adventure', u'Drama', u'Sci-Fi']"
Interview-with-the-Vampire,"[u'Fantasy', u'Mystery', u'Thriller']"
Into-the-Wild,"[u'Adventure', u'Biography', u'Drama']"
Intolerable-Cruelty,"[u'Comedy', u'Crime', u'Romance']"
Inventing-the-Abbotts,"[u'Drama', u'Romance']"
"Invention-of-Lying,-The","[u'Comedy', u'Fantasy', u'Romance']"
Invictus,"[u'Biography', u'Drama', u'History', u'Sport']"
"Iron-Lady,-The","[u'Biography', u'Drama']"
"Island,-The","[u'Mystery', u'Thriller']"
It's-a-Wonderful-Life,"[u'Drama', u'Family', u'Fantasy']"
It's-Complicated,"[u'Comedy', u'Drama', u'Romance']"
It-Happened-One-Nig,"[u'Comedy', u'Romance']"
"Italian-Job,-The","[u'Action', u'Crime', u'Thriller']"
"Jacket,-The","[u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']"
Jackie-Brown,"[u'Crime', u'Thriller']"
Jacob's-Ladder,"[u'Drama', u'Horror', u'Mystery']"
Jane-Eyre,"[u'Drama', u'Romance']"
Jason-X,"[u'Action', u'Horror', u'Sci-Fi', u'Thriller']"
Jaws-2,"[u'Adventure', u'Drama', u'Horror', u'Thriller']"
Jaws,"[u'Adventure', u'Drama', u'Thriller']"
Jay-and-Silent-Bob-Strike-Back,[u'Comedy']
Jennifer's-Body,"[u'Comedy', u'Horror']"
Jennifer-Eig,"[u'Comedy', u'Horror']"
Jerry-Maguire,"[u'Comedy', u'Drama', u'Romance', u'Sport']"
Jeux-Interdits,
JFK,"[u'Drama', u'History', u'Thriller']"
Jimmy-and-Judy,"[u'Crime', u'Drama', u'Thriller']"
John-Q,"[u'Crime', u'Drama', u'Thriller']"
Judge-Dredd,"[u'Action', u'Crime', u'Sci-Fi', u'Thriller']"
Juno,"[u'Comedy', u'Drama']"
Jurassic-Park-III,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
Jurassic-Park-The-Lost-World,"[u'Action', u'Adventure', u'Sci-Fi']"
Jurassic-Park,"[u'Adventure', u'Sci-Fi', u'Thriller']"
Kafka,"[u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']"
Kalifornia,"[u'Crime', u'Drama', u'Thriller']"
Kate-&-Leopold,"[u'Comedy', u'Fantasy', u'Romance']"
"Kids-Are-All-Right,-The","[u'Comedy', u'Drama', u'Romance']"
Kids,[u'Drama']
Kill-Bill-Volume-1-&-2,"[u'Comedy', u'Music']"
Killing-Zoe,"[u'Crime', u'Thriller']"
"King's-Speech,-The","[u'Biography', u'Drama']"
King-Kong,"[u'Adventure', u'Horror', u'Sci-Fi']"
"King-of-Comedy,-The","[u'Comedy', u'Drama', u'Romance']"
"Kingdom,-The",[u'Drama']
Klute,"[u'Crime', u'Mystery', u'Thriller']"
Knocked-Up,"[u'Comedy', u'Romance']"
Kramer-vs-Kramer,[u'Drama']
Kundun,"[u'Biography', u'Drama', u'History', u'War']"
Kung-Fu-Panda,"[u'Animation', u'Action', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
L.A.-Confidentia,"[u'Crime', u'Drama', u'Mystery', u'Thriller']"
Labor-of-Love,"[u'Drama', u'Mystery', u'Romance', u'Thriller']"
Labyrin,"[u'Action', u'Sci-Fi', u'Thriller']"
"Ladykillers,-The","[u'Comedy', u'Crime']"
Lake-Placid,"[u'Action', u'Comedy', u'Horror']"
Land-of-the-Dead,"[u'Action', u'Drama', u'Horror', u'Thriller']"
Larry-Crowne,"[u'Comedy', u'Drama', u'Romance']"
"Last-Boy-Scout,-The","[u'Action', u'Thriller']"
Last-Chance-Harvey,"[u'Drama', u'Romance']"
"Last-Flight,-The","[u'Adventure', u'Drama', u'Romance']"
"Last-of-the-Mohicans,-The","[u'Action', u'Adventure', u'Drama', u'Romance', u'War']"
"Last-Samurai,-The","[u'Action', u'Drama', u'History', u'War']"
"Last-Station,-The","[u'Biography', u'Drama', u'Romance']"
Last-Tango-in-Paris,[u'Drama']
Law-Abiding-Citizen,"[u'Crime', u'Drama', u'Thriller']"
Le-Diable-par-la-Queue,[u'Comedy']
Legally-Blonde,"[u'Comedy', u'Romance']"
Legend,"[u'Biography', u'Crime', u'Drama', u'History', u'Thriller']"
Legion,"[u'Action', u'Drama', u'Sci-Fi']"
Les-Miserables,"[u'Drama', u'Musical', u'Romance']"
Les-Tontons-Flingueurs,[u'Comedy']
Leviathan,[u'Drama']
Liar-Liar,"[u'Comedy', u'Fantasy']"
"Life-of-David-Gale,-The","[u'Crime', u'Drama', u'Thriller']"
Life-of-Pi,"[u'Adventure', u'Drama', u'Fantasy']"
Life,"[u'Sci-Fi', u'Thriller']"
Light-Sleeper,"[u'Crime', u'Drama']"
"Limey,-The","[u'Crime', u'Drama', u'Mystery', u'Thriller']"
Limitless,"[u'Crime', u'Drama', u'Sci-Fi', u'Thriller']"
"Lincoln-Lawyer,-The","[u'Crime', u'Drama', u'Thriller']"
Lincoln,"[u'Biography', u'Drama', u'History', u'War']"
Little-Athens,"[u'Comedy', u'Crime', u'Drama', u'Romance']"
"Little-Mermaid,-The","[u'Animation', u'Family', u'Fantasy', u'Musical', u'Romance']"
Little-Nicky,"[u'Comedy', u'Fantasy']"
Living-in-Oblivion,"[u'Comedy', u'Drama']"
"Lock,-Stock-and-Two-Smoking-Barrels","[u'Comedy', u'Crime']"
Logan's-Run,"[u'Action', u'Sci-Fi']"
Lone-Star,"[u'Action', u'Adventure', u'Crime']"
"Long-Kiss-Goodnight,-The","[u'Action', u'Crime', u'Drama', u'Mystery', u'Thriller']"
Looper,"[u'Action', u'Crime', u'Drama', u'Sci-Fi', u'Thriller']"
Lord-of-Illusions,"[u'Horror', u'Mystery', u'Thriller']"
"Lord-of-the-Rings-Fellowship-of-the-Ring,-The","[u'Adventure', u'Drama', u'Fantasy']"
Lord-of-the-Rings-Return-of-the-King,"[u'Adventure', u'Drama', u'Fantasy']"
Lord-of-the-Rings-The-Two-Towers,"[u'Adventure', u'Drama', u'Fantasy']"
Lord-of-War,"[u'Crime', u'Drama', u'Thriller']"
"Losers,-The","[u'Action', u'Adventure', u'Crime', u'Mystery', u'Thriller']"
Lost-Highway,"[u'Mystery', u'Thriller']"
Lost-Horizon,"[u'Adventure', u'Drama', u'Fantasy', u'Mystery']"
Lost-in-Space,"[u'Adventure', u'Comedy', u'Family', u'Fantasy', u'Sci-Fi']"
Lost-in-Translation,[u'Drama']
Love-and-Basketba,[u'Reality-TV']
Machete,"[u'Action', u'Crime', u'Thriller']"
Machine-Gun-Preacher,"[u'Action', u'Biography', u'Crime', u'Drama']"
Mad-Max-2-The-Road-Warrior,"[u'Comedy', u'Talk-Show']"
Made,"[u'Comedy', u'Crime', u'Drama', u'Thriller']"
Magnolia,[u'Drama']
"Majestic,-The-(The-Bijou)","[u'Drama', u'Romance']"
Major-League,"[u'Comedy', u'Sport']"
Malcolm-X,"[u'Biography', u'Drama', u'History', u'Romance']"
Malibu's-Most-Wanted,"[u'Comedy', u'Crime']"
Man-in-the-Iron-Mask,"[u'Action', u'Adventure']"
Man-On-Fire,"[u'Action', u'Crime', u'Drama', u'Thriller']"
Man-on-the-Moon,"[u'Biography', u'Comedy', u'Drama']"
Man-Trouble,"[u'Comedy', u'Romance']"
"Man-Who-Knew-Too-Much,-The","[u'Drama', u'Thriller']"
"Man-Who-Wasn't-There,-The","[u'Crime', u'Drama']"
"Manchurian-Candidate,-The","[u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']"
Manhattan-Murder-Mystery,"[u'Comedy', u'Mystery']"
Manhunter,"[u'Crime', u'Horror', u'Mystery', u'Thriller']"
Margare,[u'Drama']
Margin-Ca,"[u'Biography', u'Drama', u'Thriller']"
Margot-at-the-Wedding,"[u'Comedy', u'Drama']"
"Mariachi,-E","[u'Action', u'Thriller']"
Marley-&-Me,"[u'Comedy', u'Drama', u'Family']"
Martha-Marcy-May-Marlene,"[u'Drama', u'Mystery', u'Thriller']"
Marty,"[u'Drama', u'Romance']"
"Mask,-The","[u'Comedy', u'Family', u'Fantasy']"
"Master,-The","[u'Action', u'Comedy', u'Crime']"
Master-and-Commander,[u'Documentary']
"Matrix,-The","[u'Action', u'Sci-Fi']"
"Matrix-Reloaded,-The","[u'Action', u'Sci-Fi']"
Max-Payne,"[u'Action', u'Crime', u'Drama', u'Mystery', u'Thriller']"
Mean-Streets,"[u'Crime', u'Drama', u'Thriller']"
"Mechanic,-The","[u'Action', u'Crime', u'Thriller']"
Meet-Joe-Black,"[u'Drama', u'Fantasy', u'Romance']"
Meet-John-Doe,"[u'Comedy', u'Drama', u'Romance']"
Megamind,"[u'Animation', u'Action', u'Comedy', u'Family', u'Sci-Fi']"
Memento,"[u'Mystery', u'Thriller']"
Men-in-Black-3,"[u'Action', u'Adventure', u'Comedy', u'Family', u'Sci-Fi']"
Men-in-Black,"[u'Adventure', u'Comedy', u'Family', u'Mystery', u'Sci-Fi']"
"Men-Who-Stare-at-Goats,-The","[u'Comedy', u'War']"
Metro,"[u'Action', u'Comedy', u'Crime', u'Drama', u'Thriller']"
Miami-Vice,"[u'Action', u'Crime', u'Drama', u'Mystery', u'Thriller']"
Midnight-Cowboy,[u'Drama']
Midnight-Express,"[u'Biography', u'Crime', u'Drama', u'Thriller']"
Midnight-in-Paris,"[u'Comedy', u'Fantasy', u'Romance']"
Mighty-Morphin-Power-Rangers-The-Movie,"[u'Action', u'Adventure', u'Family', u'Fantasy', u'Sci-Fi']"
Milk,"[u'Biography', u'Drama', u'History', u'Romance']"
Miller's-Crossing,"[u'Crime', u'Drama', u'Thriller']"
Mimic,"[u'Horror', u'Sci-Fi']"
Mini's-First-Time,"[u'Comedy', u'Crime', u'Drama']"
"Miracle-Worker,-The","[u'Biography', u'Drama']"
Mirrors,"[u'Horror', u'Mystery']"
Misery,"[u'Crime', u'Drama', u'Thriller']"
Mission-Impossible-II,"[u'Action', u'Adventure', u'Thriller']"
Mission-Impossible,"[u'Action', u'Adventure', u'Crime', u'Drama', u'Thriller']"
Mission-to-Mars,"[u'Adventure', u'Sci-Fi', u'Thriller']"
Moneyba,"[u'Biography', u'Drama', u'Sport']"
Monkeybone,"[u'Animation', u'Comedy', u'Fantasy']"
Monte-Carlo,"[u'Comedy', u'Musical', u'Romance']"
Moon,"[u'Drama', u'Mystery', u'Sci-Fi']"
Moonrise-Kingdo,"[u'Adventure', u'Comedy', u'Drama', u'Romance']"
Moonstruck,"[u'Comedy', u'Drama', u'Romance']"
Mr-Blandings-Builds-His-Dream-House,"[u'Comedy', u'Romance']"
Mr-Brooks,"[u'Crime', u'Drama', u'Thriller']"
Mr-Deeds-Goes-to-Town,"[u'Comedy', u'Drama', u'Romance']"
Mrs.-Brown,"[u'Biography', u'Drama', u'History', u'Romance']"
Mud,[u'Drama']
Mulan,"[u'Animation', u'Adventure', u'Family', u'Fantasy', u'Musical', u'War']"
Mulholland-Drive,"[u'Drama', u'Mystery', u'Thriller']"
Mumford,"[u'Comedy', u'Drama']"
"Mummy,-The","[u'Action', u'Adventure', u'Fantasy', u'Horror']"
Music-of-the-Hear,"[u'Drama', u'Music']"
Mute-Witness,"[u'Horror', u'Thriller']"
My-Best-Friend's-Wedding,"[u'Comedy', u'Drama', u'Romance']"
My-Gir,"[u'Comedy', u'Drama', u'Family', u'Romance']"
My-Mother-Dreams-the-Satan's-Disciples-in-New-York,[u'Short']
My-Week-with-Marilyn,"[u'Biography', u'Drama']"
Napoleon-Dynamite,[u'Comedy']
Nashville,"[u'Drama', u'Music', u'Romance']"
Natural-Born-Killers,"[u'Crime', u'Drama']"
Never-Been-Kissed,"[u'Comedy', u'Drama', u'Romance']"
New-York-Minute,"[u'Comedy', u'Crime', u'Family', u'Romance']"
Newsies,"[u'Drama', u'Family', u'History', u'Musical']"
Nex,"[u'Crime', u'Drama', u'Romance', u'Thriller']"
Next-Friday,[u'Comedy']
"Next-Three-Days,-The","[u'Crime', u'Drama', u'Romance', u'Thriller']"
Ni-vu-ni-connu,[u'Adventure']
Nick-of-Time,"[u'Action', u'Crime', u'Drama', u'Thriller']"
Night-Time-(The-Poltergeist-Treatment),
Nightbreed,"[u'Action', u'Fantasy', u'Horror']"
"Nightmare-Before-Christmas,-The","[u'Animation', u'Family', u'Fantasy', u'Musical']"
"Nightmare-on-Elm-Street,-A",[u'Horror']
Nightmare-on-Elm-Street-The-Final-Chapter,
Nine,"[u'Drama', u'Musical', u'Romance']"
"Nines,-The","[u'Comedy', u'Crime']"
Ninja-Assassin,"[u'Action', u'Crime', u'Thriller']"
Ninotchka,"[u'Comedy', u'Romance']"
No-Strings-Attached,"[u'Comedy', u'Romance']"
Notting-Hi,[u'Thriller']
O-Brother-Where-Art-Thou%3f,"[u'Adventure', u'Comedy', u'Crime', u'Music']"
Oblivion,"[u'Action', u'Adventure', u'Mystery', u'Sci-Fi']"
Observe-and-Repor,"[u'Comedy', u'Crime', u'Drama']"
Obsessed,"[u'Drama', u'Mystery', u'Romance', u'Thriller']"
Ocean's-Eleven,"[u'Crime', u'Thriller']"
Ocean's-Twelve,"[u'Crime', u'Thriller']"
Office-Space,[u'Comedy']
One-Flew-Over-the-Cuckoo's-Nes,[u'Drama']
Only-God-Forgives,"[u'Crime', u'Drama']"
Ordinary-People,[u'Drama']
Orphan,"[u'Horror', u'Mystery', u'Thriller']"
"Other-Boleyn-Girl,-The","[u'Biography', u'Drama', u'History', u'Romance']"
Out-of-Sig,"[u'Crime', u'Drama', u'Romance', u'Thriller']"
"Pacifier,-The","[u'Action', u'Comedy', u'Drama', u'Family', u'Thriller']"
Pandoru,"[u'Action', u'Horror', u'Mystery', u'Sci-Fi', u'Thriller']"
Panic-Roo,"[u'Crime', u'Drama', u'Thriller']"
Papadopoulos-&-Sons,"[u'Comedy', u'Drama']"
ParaNorman,"[u'Animation', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
Paria,"[u'Action', u'Crime']"
"Passion-of-Joan-of-Arc,-The","[u'Biography', u'Drama', u'History']"
"Patriot,-The","[u'Drama', u'History', u'Thriller']"
Pau,[u'Biography']
Peeping-To,"[u'Drama', u'Horror', u'Thriller']"
Peggy-Sue-Got-Married,"[u'Comedy', u'Drama', u'Fantasy', u'Romance']"
Perfect-Creature,"[u'Action', u'Drama', u'Fantasy', u'Horror', u'Sci-Fi']"
"Perfect-World,-A","[u'Crime', u'Drama', u'Thriller']"
"Perks-of-Being-a-Wallflower,-The","[u'Drama', u'Romance']"
Pet-Sematary-II,"[u'Fantasy', u'Horror']"
Pet-Sematary,"[u'Horror', u'Thriller']"
Petulia,"[u'Drama', u'Romance']"
Philadelphia,[u'Comedy']
Phone-Boo,"[u'Crime', u'Thriller']"
Pi,"[u'Drama', u'Horror', u'Mystery', u'Sci-Fi', u'Thriller']"
"Pianist,-The","[u'Biography', u'Drama', u'War']"
"Piano,-The","[u'Drama', u'Music', u'Romance']"
Pineapple-Express,"[u'Action', u'Comedy', u'Crime']"
Pirates-of-the-Caribbean-Dead-Man's-Ches,"[u'Action', u'Adventure', u'Fantasy']"
Pirates-of-the-Caribbean,"[u'Action', u'Adventure', u'Comedy', u'Fantasy']"
Pitch-Black,"[u'Animation', u'Action', u'Adventure', u'Fantasy']"
Platinum-Blonde,"[u'Comedy', u'Romance']"
Pleasantville,"[u'Comedy', u'Drama', u'Fantasy']"
Point-Break,"[u'Action', u'Crime', u'Sport', u'Thriller']"
Pokemon-Mewtwo-Returns,"[u'Animation', u'Action', u'Adventure', u'Drama', u'Family', u'Fantasy', u'Sci-Fi']"
"Postman,-The","[u'Action', u'Adventure', u'Drama', u'Sci-Fi']"
"Power-of-One,-The",[u'Drama']
Precious,[u'Drama']
Predator,"[u'Action', u'Sci-Fi', u'Thriller']"
Pretty-Woman-(final-script),
Pretty-Woman,"[u'Comedy', u'Romance']"
Pride-and-Prejudice,"[u'Drama', u'Romance']"
Pries,"[u'Mystery', u'Thriller']"
"Princess-Bride,-The","[u'Adventure', u'Family', u'Fantasy', u'Romance']"
"Private-Life-of-Sherlock-Holmes,-The","[u'Adventure', u'Comedy', u'Crime', u'Mystery', u'Romance', u'Thriller']"
"Producer,-The","[u'Comedy', u'Musical']"
"Program,-The","[u'Biography', u'Drama', u'Sport']"
Prom-Nig,"[u'Horror', u'Mystery']"
Prometheus,"[u'Adventure', u'Mystery', u'Sci-Fi']"
"Prophecy,-The","[u'Sci-Fi', u'Horror']"
"Proposal,-The","[u'Comedy', u'Drama', u'Romance']"
Psycho,"[u'Horror', u'Mystery', u'Thriller']"
Public-Enemies,"[u'Biography', u'Crime', u'Drama', u'History', u'Romance']"
Pulp-Fiction,"[u'Crime', u'Drama']"
Punch-Drunk-Love,"[u'Comedy', u'Drama', u'Romance', u'Thriller']"
Purple-Rain,"[u'Drama', u'Music', u'Musical', u'Romance']"
Quantum-Projec,"[u'Short', u'Adventure', u'Drama', u'Romance']"
"Queen,-The","[u'Biography', u'Drama', u'Sport']"
Queen-of-the-Damned,"[u'Drama', u'Fantasy', u'Horror']"
Rachel-Getting-Married,"[u'Drama', u'Romance']"
Raging-Bu,"[u'Biography', u'Drama', u'Sport']"
Raising-Arizona,"[u'Comedy', u'Crime']"
Rambling-Rose,[u'Drama']
"Reader,-The","[u'Drama', u'Romance']"
Real-Genius,"[u'Comedy', u'Romance', u'Sci-Fi']"
Rear-Window,"[u'Mystery', u'Thriller']"
Rebel-Without-A-Cause,[u'Drama']
Red-Plane,"[u'Action', u'Sci-Fi', u'Thriller']"
Red-Riding-Hood,"[u'Fantasy', u'Horror', u'Mystery', u'Thriller']"
Reindeer-Games,"[u'Action', u'Adventure', u'Crime', u'Thriller']"
"Relic,-The","[u'Horror', u'Mystery', u'Sci-Fi', u'Thriller']"
Remember-Me,"[u'Drama', u'Romance']"
"Replacements,-The","[u'Comedy', u'Sport']"
Repo-Man,"[u'Comedy', u'Crime', u'Sci-Fi', u'Thriller']"
"Rescuers-Down-Under,-The","[u'Animation', u'Adventure', u'Crime', u'Drama', u'Family', u'Fantasy', u'Mystery']"
Reservoir-Dogs,"[u'Crime', u'Drama', u'Thriller']"
"Revenant,-The","[u'Adventure', u'Drama', u'Thriller', u'Western']"
Revolutionary-Road,"[u'Drama', u'Romance']"
Ringu,"[u'Horror', u'Mystery', u'Sci-Fi']"
Rise-of-the-Guardians,"[u'Animation', u'Adventure', u'Family', u'Fantasy']"
Rise-of-the-Planet-of-the-Apes,"[u'Action', u'Drama', u'Sci-Fi', u'Thriller']"
RKO-281,"[u'Biography', u'Drama']"
"Road,-The","[u'Adventure', u'Comedy']"
Robin-Hood-Prince-of-Thieves,"[u'Action', u'Adventure', u'Drama', u'Romance']"
"Rock,-The","[u'Comedy', u'Drama']"
RocknRolla,"[u'Action', u'Crime', u'Thriller']"
"Rocky-Horror-Picture-Show,-The","[u'Comedy', u'Musical']"
Rocky,"[u'Drama', u'Sport']"
Romeo-&-Julie,"[u'Drama', u'Romance']"
Ronin,"[u'Action', u'Adventure', u'Crime', u'Thriller']"
"Roommate,-The",[u'Comedy']
Roughshod,"[u'Romance', u'Western']"
"Ruins,-The",[u'Horror']
Runaway-Bride,"[u'Comedy', u'Romance']"
Rus,"[u'Drama', u'Romance']"
Rush-Hour-2,"[u'Action', u'Comedy', u'Crime', u'Thriller']"
Rush-Hour,[u'Family']
Rushmore,"[u'Comedy', u'Drama']"
Rust-and-Bone,"[u'Drama', u'Romance']"
S.-Darko,"[u'Drama', u'Romance']"
"Saint,-The","[u'Crime', u'Drama', u'Romance']"
"Salton-Sea,-The","[u'Crime', u'Drama', u'Mystery', u'Thriller']"
"Sandlot-Kids,-The","[u'Comedy', u'Drama', u'Family', u'Sport']"
Save-the-Last-Dance,"[u'Drama', u'Music', u'Romance']"
Saving-Mr.-Banks,"[u'Biography', u'Comedy', u'Drama', u'Family', u'Music']"
Saving-Private-Ryan,"[u'Drama', u'War']"
Saw,"[u'Horror', u'Mystery', u'Thriller']"
Scarface,"[u'Crime', u'Drama']"
Schindler's-Lis,"[u'Biography', u'Drama', u'History']"
Scott-Pilgrim-vs-the-World,"[u'Action', u'Comedy', u'Fantasy', u'Romance']"
Screa,"[u'Comedy', u'Horror', u'Mystery']"
Scream-2,"[u'Horror', u'Mystery']"
Scream-3,"[u'Horror', u'Mystery']"
Se7en,"[u'Crime', u'Drama', u'Mystery', u'Thriller']"
"Searchers,-The","[u'Adventure', u'Drama', u'Western']"
Semi-Pro,"[u'Comedy', u'Sport']"
Sense-and-Sensibility,"[u'Drama', u'Romance']"
Serenity,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
Serial-Mo,"[u'Comedy', u'Crime', u'Horror', u'Thriller']"
"Sessions,-The","[u'Biography', u'Comedy', u'Drama', u'Romance']"
"Seventh-Seal,-The","[u'Drama', u'Fantasy']"
"Sex,-Lies-and-Videotape",[u'Drama']
Sex-and-the-City,"[u'Comedy', u'Romance']"
Sexual-Life,"[u'Comedy', u'Drama']"
Shakespeare-in-Love,"[u'Comedy', u'Drama', u'History', u'Romance']"
Shallow-Grave,"[u'Crime', u'Thriller']"
Shame,[u'Drama']
"Shawshank-Redemption,-The","[u'Crime', u'Drama']"
She's-Out-of-My-League,"[u'Comedy', u'Romance']"
Sherlock-Holmes,"[u'Action', u'Adventure', u'Crime', u'Mystery', u'Thriller']"
Shifty,[u'Thriller']
"Shining,-The","[u'Drama', u'Horror']"
"Shipping-News,-The",[u'Drama']
Shivers,"[u'Horror', u'Sci-Fi']"
Shrek-the-Third,"[u'Animation', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
Shrek,"[u'Animation', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
Sideways,"[u'Comedy', u'Drama', u'Romance']"
"Siege,-The","[u'Action', u'Drama', u'Thriller', u'War']"
Signs,"[u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']"
Silence-of-the-Lambs,"[u'Crime', u'Drama', u'Thriller']"
Silver-Bulle,[u'Horror']
Silver-Linings-Playbook,"[u'Comedy', u'Drama', u'Romance']"
Simone,"[u'Comedy', u'Drama', u'Sci-Fi']"
Single-White-Female,"[u'Drama', u'Thriller']"
Sister-Ac,"[u'Comedy', u'Crime', u'Family', u'Music']"
Six-Degrees-of-Separation,"[u'Comedy', u'Drama', u'Mystery']"
Sleepless-in-Seattle,"[u'Comedy', u'Drama', u'Romance']"
Sleepy-Hollow,"[u'Adventure', u'Drama', u'Fantasy', u'Mystery', u'Thriller']"
Sling-Blade,[u'Drama']
Slither,"[u'Comedy', u'Horror', u'Sci-Fi']"
Slumdog-Millionaire,[u'Drama']
Smashed,[u'Drama']
Smokin'-Aces,"[u'Action', u'Crime', u'Drama', u'Thriller']"
Snatc,"[u'Comedy', u'Crime']"
Snow-Falling-On-Cedars,"[u'Drama', u'Mystery', u'Romance', u'Thriller']"
Snow-White-and-the-Huntsman,"[u'Action', u'Adventure', u'Drama', u'Fantasy']"
So-I-Married-an-Axe-Murderer,"[u'Comedy', u'Romance']"
"Social-Network,-The","[u'Biography', u'Drama']"
